Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
Mission Bay,32.76264,-117.25021,Entire home/apt,5,1,2,4,170,4,1125,143,97,0,1,0,0,0,1,0,1,0,0
West University Heights,32.76107,-117.14785,Entire home/apt,5,1,2,3,180,2,1125,108,97,0,0,0,1,0,0,1,1,0,0
Grant Hill,32.71077,-117.14394,Entire home/apt,4,1,1,2,109,3,1125,118,95,0,0,1,0,0,0,1,1,0,0
City Heights West,32.74914,-117.11334,Private room,2,1,1,1,54,1,90,42,91,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78433,-117.25137,Entire home/apt,4,1,1,2,118,3,30,257,99,0,1,0,0,0,1,0,1,0,0
Midtown,32.74135,-117.17846,Entire home/apt,4,1,1,1,116,2,60,169,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77275,-117.2508,Entire home/apt,10,2,3,4,225,3,1125,9,80,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74294,-117.24179,Entire home/apt,4,1,2,2,126,1,28,212,88,1,0,0,0,0,1,0,1,0,0
East Village,32.71914,-117.15409,Entire home/apt,4,1,1,2,228,3,28,1,80,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.8033,-117.23671,Entire home/apt,4,2,2,2,115,30,365,4,100,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.77691,-117.17087,Private room,2,2,1,2,42,2,30,28,92,0,0,0,1,0,0,1,0,1,0
Linda Vista,32.77838,-117.16943,Private room,1,2,1,1,55,1,1125,22,96,0,0,0,1,0,0,1,0,1,0
South Park,32.72263,-117.12282,Entire home/apt,4,1,1,2,140,7,1125,41,100,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80259,-117.24146,Entire home/apt,2,1,1,1,129,4,59,265,98,0,1,0,0,0,1,0,1,0,0
Kensington,32.76956,-117.10822,Entire home/apt,6,1.5,3,3,430,3,20,6,97,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78531,-117.25401,Entire home/apt,5,1,1,2,240,3,300,34,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78524,-117.25375,Entire home/apt,5,1,1,2,181,3,1125,11,91,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.80898,-117.15794,Private room,1,1,1,1,39,1,28,54,98,0,0,0,1,0,0,1,0,1,0
Midtown,32.742,-117.1713,Entire home/apt,4,1.5,2,2,121,5,365,36,98,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.70774,-117.1419,Entire home/apt,2,1,1,1,89,14,365,8,98,0,0,1,0,0,0,1,1,0,0
Midtown,32.74264,-117.14951,Entire home/apt,5,1,2,2,119,4,90,78,94,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77265,-117.25075,Entire home/apt,8,1,2,4,205,3,1125,10,82,0,1,0,0,0,1,0,1,0,0
Midtown,32.74371,-117.17297,Entire home/apt,2,1,1,1,69,2,27,291,95,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.71122,-117.14464,Entire home/apt,5,1,1,3,129,3,1125,114,93,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75182,-117.24303,Entire home/apt,6,1,2,3,170,3,1125,113,96,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.75006,-117.24305,Entire home/apt,6,1,2,0,170,3,1125,66,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.76795,-117.25183,Private room,2,1.5,1,1,129,1,1125,366,99,0,1,0,0,0,1,0,0,1,0
University City,32.86697,-117.22611,Private room,1,1,1,2,68,2,1125,69,96,0,1,0,0,0,1,0,0,1,0
La Jolla,32.81666,-117.26862,Entire home/apt,5,2,3,3,309,3,60,13,92,0,1,0,0,0,1,0,1,0,0
San Carlos,32.80251,-117.04987,Private room,2,1,1,0,96,2,1125,67,100,0,0,0,1,0,0,1,0,1,0
Old Town,32.75785,-117.18932,Entire home/apt,4,1,1,1,200,2,1125,88,97,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.7392,-117.25051,Entire home/apt,4,1,2,3,139,2,1125,374,96,1,0,0,0,0,1,0,1,0,0
Rancho Penasquitos,32.946,-117.1111,Private room,2,1,1,1,59,2,30,18,99,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78522,-117.25389,Entire home/apt,5,1,1,2,215,3,1125,19,94,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80003,-117.2366,Entire home/apt,6,1,3,4,185,3,1125,8,70,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.8037,-117.24115,Private room,1,1,1,2,80,28,62,70,95,0,1,0,0,0,1,0,0,1,0
Bay Park,32.79706,-117.18973,Private room,2,1,1,1,79,3,18,325,99,0,0,0,1,0,0,1,0,1,0
Grant Hill,32.70986,-117.14387,Entire home/apt,4,1,1,2,119,7,365,7,94,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.70791,-117.14341,Entire home/apt,2,1,1,1,89,30,365,15,83,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.73481,-117.24957,Entire home/apt,10,3,5,7,643,3,29,104,95,1,0,0,0,0,1,0,1,0,0
Sabre Springs,32.94886,-117.09943,Private room,2,1,1,1,300,4,1125,11,88,0,0,0,1,0,0,1,0,1,0
Pacific Beach,32.80004,-117.25635,Entire home/apt,2,1,1,1,125,2,120,438,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78052,-117.25318,Entire home/apt,8,2.5,2,6,642,3,1125,24,92,0,1,0,0,0,1,0,1,0,0
West University Heights,32.76193,-117.15968,Entire home/apt,4,1,1,2,197,3,28,3,93,0,0,0,1,0,0,1,1,0,0
West University Heights,32.76175,-117.15862,Entire home/apt,6,2,2,3,244,3,28,2,90,0,0,0,1,0,0,1,1,0,0
Midtown,32.7451,-117.15332,Entire home/apt,3,1,1,1,325,1,1000,414,98,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80003,-117.2366,Entire home/apt,5,2,2,2,195,3,1125,2,80,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78574,-117.25386,Entire home/apt,8,2,4,5,319,3,1125,4,53,0,1,0,0,0,1,0,1,0,0
University City,32.87003,-117.20438,Private room,1,1,1,1,90,3,1125,37,98,0,1,0,0,0,1,0,0,1,0
Little Italy,32.7257,-117.16937,Entire home/apt,2,1,1,1,100,28,1125,8,100,0,0,1,0,0,0,1,1,0,0
College Area,32.75868,-117.07743,Entire home/apt,2,1,1,1,67,4,90,14,100,0,0,0,0,1,0,1,1,0,0
Grant Hill,32.71228,-117.13958,Private room,2,1,1,1,72,1,30,9,98,0,0,1,0,0,0,1,0,1,0
College Area,32.76377,-117.07561,Entire home/apt,2,1,1,1,70,3,90,60,99,0,0,0,0,1,0,1,1,0,0
Ocean Beach,32.75229,-117.24963,Entire home/apt,4,1,1,2,173,3,91,61,99,1,0,0,0,0,1,0,1,0,0
Mira Mesa,32.90315,-117.13677,Private room,1,1,1,1,45,30,1125,109,96,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78338,-117.25202,Entire home/apt,7,2,2,5,225,3,60,14,91,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80741,-117.25703,Entire home/apt,6,1,2,3,142,2,1125,209,95,0,1,0,0,0,1,0,1,0,0
Bay Park,32.79151,-117.20255,Entire home/apt,2,1,1,1,85,5,120,35,98,0,0,0,1,0,0,1,1,0,0
Core,32.71657,-117.15986,Private room,2,1,1,1,95,2,28,13,100,0,0,1,0,0,0,1,0,1,0
Bird Land,32.78142,-117.15907,Entire home/apt,4,1,1,2,129,1,1125,45,98,0,0,0,1,0,0,1,1,0,0
Old Town,32.75517,-117.19465,Entire home/apt,4,1,1,2,105,2,1124,191,97,0,0,1,0,0,0,1,1,0,0
West University Heights,32.76491,-117.14072,Entire home/apt,6,2,2,4,130,2,28,316,97,0,0,0,1,0,0,1,1,0,0
North Clairemont,32.838,-117.19433,Private room,2,1,1,1,55,2,10,95,94,0,0,0,1,0,0,1,0,1,0
Bay Ho,32.82037,-117.21092,Entire home/apt,6,2,3,4,467,10,1125,23,100,0,0,0,1,0,0,1,1,0,0
College Area,32.76661,-117.07284,Entire home/apt,16,4,8,7,700,1,1125,51,93,0,0,0,0,1,0,1,1,0,0
Mira Mesa,32.90274,-117.13673,Private room,1,1,1,1,33,30,1125,170,96,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.79799,-117.25639,Entire home/apt,10,1.5,2,6,282,2,1125,285,92,0,1,0,0,0,1,0,1,0,0
Marina,32.71322,-117.16627,Entire home/apt,2,1,1,1,140,3,30,27,100,0,0,1,0,0,0,1,1,0,0
Loma Portal,32.74838,-117.24046,Entire home/apt,2,1.5,1,1,94,1,31,452,98,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.76345,-117.2533,Entire home/apt,8,2,3,3,75,1,7,4,100,0,1,0,0,0,1,0,1,0,0
Park West,32.7284,-117.16128,Entire home/apt,6,2,3,3,153,1,30,316,93,0,0,1,0,0,0,1,1,0,0
La Jolla,32.84088,-117.25889,Entire home/apt,10,4.5,5,5,1731,1,365,3,87,0,1,0,0,0,1,0,1,0,0
Bay Ho,32.81891,-117.21837,Private room,2,1,1,1,42,3,90,57,96,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.79404,-117.2392,Entire home/apt,3,1,1,1,1286,1,60,5,75,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82525,-117.27333,Entire home/apt,4,2,3,3,250,4,10,13,100,0,1,0,0,0,1,0,1,0,0
South Park,32.72322,-117.12714,Private room,2,1,1,0,75,2,1125,128,97,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.78784,-117.25338,Entire home/apt,16,4,6,10,850,5,1125,7,86,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77813,-117.2532,Entire home/apt,9,2,3,8,249,1,1125,138,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76602,-117.25126,Entire home/apt,10,3,3,3,291,2,28,89,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76335,-117.25159,Entire home/apt,5,2,2,2,225,4,61,87,99,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80354,-117.22016,Private room,1,1,1,1,100,7,30,70,99,0,1,0,0,0,1,0,0,1,0
Mira Mesa,32.92185,-117.14826,Private room,2,1,1,1,89,31,1125,16,99,0,0,0,0,1,0,1,0,1,0
Mira Mesa,32.92077,-117.14858,Private room,2,1,1,1,99,31,16960,5,92,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76648,-117.25143,Entire home/apt,3,1,1,1,150,3,1125,33,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.58179,-117.03184,Entire home/apt,8,3,4,4,275,3,29,58,99,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78391,-117.25155,Entire home/apt,6,2,3,4,450,3,1125,4,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78391,-117.25155,Entire home/apt,6,2,2,3,340,3,1125,16,99,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.71788,-117.14459,Entire home/apt,4,1,1,2,123,1,365,103,87,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.90321,-117.13889,Private room,1,1,1,1,33,30,1125,171,97,0,0,0,0,1,0,1,0,1,0
Balboa Park,32.72636,-117.1335,Entire home/apt,5,2,2,3,196,3,1125,60,99,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76056,-117.24843,Entire home/apt,12,3,4,0,775,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79414,-117.23691,Private room,4,1,1,3,85,1,29,45,93,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.76422,-117.25216,Entire home/apt,8,2,3,3,750,4,1125,3,87,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76422,-117.25216,Entire home/apt,8,2,3,3,741,4,180,2,80,0,1,0,0,0,1,0,1,0,0
Talmadge,32.76571,-117.09396,Entire home/apt,3,1,1,1,116,4,90,219,100,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.74546,-117.24338,Private room,2,1.5,1,2,50,1,1125,11,98,1,0,0,0,0,1,0,0,1,0
Serra Mesa,32.79976,-117.13424,Private room,3,1,1,2,70,5,300,22,95,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.7828,-117.25229,Entire home/apt,2,1,1,1,138,2,30,183,97,0,1,0,0,0,1,0,1,0,0
University City,32.87302,-117.21954,Entire home/apt,4,2,2,2,150,30,1125,88,99,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78817,-117.25368,Entire home/apt,10,3,3,6,550,6,16,9,100,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.82905,-117.19261,Entire home/apt,3,2,2,4,99,120,365,15,97,0,0,0,1,0,0,1,1,0,0
City Heights West,32.75168,-117.11851,Entire home/apt,6,1,2,3,155,2,365,41,95,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.7771,-117.25179,Entire home/apt,7,3,3,3,510,3,1125,6,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78168,-117.25132,Entire home/apt,7,2,2,4,505,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78156,-117.25123,Entire home/apt,10,2.5,4,8,570,3,1125,3,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78201,-117.25134,Entire home/apt,6,3,3,4,585,3,1125,3,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78258,-117.25134,Entire home/apt,7,2,2,3,365,3,1125,2,90,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78391,-117.25155,Entire home/apt,6,2,2,5,455,3,1125,13,88,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.70956,-117.16025,Entire home/apt,2,1,1,1,100,30,1125,2,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78391,-117.25155,Entire home/apt,6,2,2,5,365,3,1125,5,100,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.71765,-117.14202,Entire home/apt,4,1,1,2,91,1,1125,418,95,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80719,-117.25644,Entire home/apt,6,1,2,2,169,30,1125,46,88,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75169,-117.24832,Entire home/apt,4,1,1,2,149,3,1125,135,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78767,-117.24072,Entire home/apt,12,3,4,6,483,3,182,66,99,0,1,0,0,0,1,0,1,0,0
Little Italy,32.7239,-117.16615,Shared room,16,2,1,10,29,1,365,145,94,0,0,1,0,0,0,1,0,0,1
Mission Bay,32.77443,-117.25056,Entire home/apt,12,3.5,6,6,503,3,182,43,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78412,-117.25174,Entire home/apt,6,2.5,2,5,360,3,1125,6,90,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77305,-117.2504,Entire home/apt,6,1,2,3,268,3,182,19,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7748,-117.2525,Entire home/apt,8,2,3,5,300,3,182,14,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7748,-117.2524,Entire home/apt,8,3,3,5,300,3,182,21,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76287,-117.25136,Entire home/apt,7,2,2,4,197,3,365,295,95,0,1,0,0,0,1,0,1,0,0
Midtown,32.74703,-117.14697,Private room,2,1,1,1,102,30,1125,4,100,0,0,1,0,0,0,1,0,1,0
Talmadge,32.76506,-117.09255,Entire home/apt,6,2,3,4,275,4,365,42,97,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.797,-117.2305,Entire home/apt,6,2,3,3,503,3,60,131,98,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82997,-117.26706,Private room,3,1,1,1,125,3,1125,105,99,0,1,0,0,0,1,0,0,1,0
Park West,32.7265,-117.16288,Private room,2,1,1,1,200,1,1125,3,100,0,0,1,0,0,0,1,0,1,0
La Jolla,32.84517,-117.26014,Private room,1,1,1,1,200,30,1125,8,100,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80083,-117.24645,Entire home/apt,4,1,1,3,193,1,1124,70,94,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.73525,-117.24232,Entire home/apt,3,1,2,3,75,1,1125,20,96,1,0,0,0,0,1,0,1,0,0
La Jolla,32.82954,-117.26661,Private room,2,1,1,0,115,3,1125,106,99,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80305,-117.25861,Entire home/apt,6,2,2,3,346,4,14,33,100,0,1,0,0,0,1,0,1,0,0
Old Town,32.75355,-117.17096,Entire home/apt,2,1,1,1,118,3,28,245,99,0,0,1,0,0,0,1,1,0,0
El Cerritos,32.75805,-117.067,Entire home/apt,2,1,1,2,66,60,300,48,100,0,0,0,0,1,0,1,1,0,0
West University Heights,32.75383,-117.15673,Entire home/apt,6,2,3,3,199,3,1125,85,96,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.77631,-117.25298,Entire home/apt,8,2.5,3,4,442,4,1125,26,100,0,1,0,0,0,1,0,1,0,0
Park West,32.72593,-117.16419,Private room,2,1,1,1,64,3,29,293,95,0,0,1,0,0,0,1,0,1,0
El Cerritos,32.75961,-117.07068,Private room,2,1,1,2,38,2,1125,66,99,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.80266,-117.25913,Entire home/apt,4,1,2,2,199,2,90,312,96,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74534,-117.24574,Entire home/apt,4,1,1,2,114,3,1125,314,97,1,0,0,0,0,1,0,1,0,0
Pacific Beach,32.81058,-117.21977,Private room,1,1,1,1,85,2,1125,30,96,0,1,0,0,0,1,0,0,1,0
Park West,32.72822,-117.16642,Entire home/apt,5,3,3,3,263,1,1125,57,91,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80198,-117.24759,Entire home/apt,4,1,1,2,148,1,1124,145,90,0,1,0,0,0,1,0,1,0,0
Serra Mesa,32.79373,-117.13008,Entire home/apt,2,1,1,1,85,2,25,386,99,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.75346,-117.22862,Entire home/apt,2,1,1,0,125,30,1125,12,96,1,0,0,0,0,1,0,1,0,0
Midtown,32.73953,-117.16339,Private room,2,1,1,1,90,2,14,62,97,0,0,1,0,0,0,1,0,1,0
Rancho Bernadino,33.02197,-117.06899,Entire home/apt,6,2.5,2,2,130,3,120,185,99,0,0,0,0,1,0,1,1,0,0
Talmadge,32.76207,-117.09376,Entire home/apt,3,1,1,4,128,3,60,151,100,0,0,0,0,1,0,1,1,0,0
Midtown,32.74318,-117.17757,Entire home/apt,3,1,2,2,153,7,90,164,93,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78473,-117.25301,Entire home/apt,5,1,2,3,275,4,365,18,98,0,1,0,0,0,1,0,1,0,0
Carmel Valley,32.94374,-117.23625,Private room,1,1.5,1,1,85,30,1125,9,100,0,1,0,0,0,1,0,0,1,0
Grant Hill,32.70986,-117.14715,Private room,2,1,1,2,95,2,1125,277,98,0,0,1,0,0,0,1,0,1,0
Pacific Beach,32.80226,-117.24738,Entire home/apt,6,1,2,2,292,2,1124,23,90,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.7428,-117.25051,Entire home/apt,4,1,2,2,295,30,90,23,91,1,0,0,0,0,1,0,1,0,0
Balboa Park,32.72324,-117.13251,Entire home/apt,10,2,4,6,149,2,29,203,94,0,0,1,0,0,0,1,1,0,0
East Village,32.71101,-117.15851,Entire home/apt,3,1,2,3,159,45,999,14,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77305,-117.2504,Entire home/apt,8,2,3,3,377,3,182,18,94,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.82352,-117.18126,Entire home/apt,4,1.5,2,2,101,24,1000,35,93,0,0,0,1,0,0,1,1,0,0
Loma Portal,32.75011,-117.21717,Private room,2,1,1,1,78,2,180,222,98,1,0,0,0,0,1,0,0,1,0
Ocean Beach,32.75403,-117.24729,Private room,2,1,1,1,199,3,7,10,100,1,0,0,0,0,1,0,0,1,0
Mira Mesa,32.93207,-117.14057,Private room,1,2,1,1,30,30,1125,267,96,0,0,0,0,1,0,1,0,1,0
Mira Mesa,32.93272,-117.13976,Private room,1,2,1,1,33,10,1125,229,97,0,0,0,0,1,0,1,0,1,0
Midtown,32.73426,-117.17085,Entire home/apt,6,1.5,2,4,178,1,365,106,96,0,0,1,0,0,0,1,1,0,0
Allied Gardens,32.81726,-117.07937,Entire home/apt,12,2,4,5,516,5,1125,11,100,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77595,-117.25119,Entire home/apt,7,2,2,3,250,3,1125,7,95,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83878,-117.27536,Entire home/apt,4,1,2,2,300,4,365,5,96,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83801,-117.27509,Entire home/apt,4,1,2,3,315,5,365,9,100,0,1,0,0,0,1,0,1,0,0
Midtown,32.7427,-117.16025,Private room,2,1,1,1,79,1,30,169,96,0,0,1,0,0,0,1,0,1,0
La Jolla,32.83452,-117.27583,Entire home/apt,5,2,2,3,350,5,1125,4,90,0,1,0,0,0,1,0,1,0,0
Rancho Penasquitos,32.98215,-117.13116,Entire home/apt,8,3,4,5,389,2,19,42,94,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.74958,-117.23041,Entire home/apt,3,1,1,1,82,2,1125,86,93,1,0,0,0,0,1,0,1,0,0
Pacific Beach,32.80699,-117.25675,Entire home/apt,8,2,2,3,225,5,1125,62,96,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.70886,-117.14696,Entire home/apt,6,1.5,2,3,137,1,365,114,96,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75498,-117.15106,Entire home/apt,6,1,2,3,115,1,1124,219,99,0,0,0,1,0,0,1,1,0,0
West University Heights,32.75395,-117.14883,Entire home/apt,4,1,1,2,111,1,1124,297,98,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78291,-117.25227,Entire home/apt,4,1,2,3,143,4,59,195,96,0,1,0,0,0,1,0,1,0,0
Mira Mesa,32.93072,-117.14122,Private room,1,1,1,1,45,30,1125,125,96,0,0,0,0,1,0,1,0,1,0
Rancho Penasquitos,32.94786,-117.13889,Private room,2,1,1,1,50,2,31,63,99,0,0,0,0,1,0,1,0,1,0
San Carlos,32.79172,-117.05456,Private room,4,1,1,3,110,3,14,55,100,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.7882,-117.25431,Entire home/apt,8,1.5,3,4,565,3,1125,16,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7618,-117.25101,Entire home/apt,4,1,1,3,115,2,365,58,97,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79382,-117.24237,Entire home/apt,2,1,1,1,131,1,1125,55,96,0,1,0,0,0,1,0,1,0,0
Midtown,32.73635,-117.17238,Entire home/apt,6,1,2,2,265,2,1125,19,96,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.9321,-117.1413,Private room,1,2,1,1,33,30,1125,185,97,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.79782,-117.25683,Entire home/apt,2,1,1,1,202,2,1125,89,98,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.71253,-117.14405,Entire home/apt,5,1,1,3,119,3,1125,117,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77359,-117.25267,Entire home/apt,4,1,1,1,189,3,1125,12,87,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77348,-117.25199,Entire home/apt,6,2,2,4,400,7,1125,1,100,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74656,-117.23736,Entire home/apt,6,2.5,3,3,320,4,25,15,99,1,0,0,0,0,1,0,1,0,0
Midtown,32.74454,-117.1724,Entire home/apt,3,1,1,1,268,2,7,4,95,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75876,-117.15678,Entire home/apt,2,1,1,1,115,2,1125,267,98,0,0,0,1,0,0,1,1,0,0
Midtown,32.74498,-117.15328,Entire home/apt,3,1,1,1,278,1,1125,159,99,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71419,-117.14391,Private room,1,1,1,1,125,7,90,13,100,0,0,1,0,0,0,1,0,1,0
Pacific Beach,32.80268,-117.23145,Private room,2,1,1,1,55,3,1125,17,96,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80243,-117.23411,Private room,5,1.5,1,2,130,4,1125,9,100,0,1,0,0,0,1,0,0,1,0
Rancho Bernadino,33.02779,-117.08505,Private room,1,1,1,1,55,3,1125,13,98,0,0,0,0,1,0,1,0,1,0
Ocean Beach,32.73883,-117.24885,Entire home/apt,4,1,1,1,90,2,1125,223,98,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.74625,-117.24444,Entire home/apt,4,2,2,2,215,2,25,276,98,1,0,0,0,0,1,0,1,0,0
Balboa Park,32.71374,-117.14325,Private room,1,1,1,1,100,7,90,16,100,0,0,1,0,0,0,1,0,1,0
Cortez Hill,32.72269,-117.15604,Entire home/apt,2,1,1,1,78,2,365,61,99,0,0,1,0,0,0,1,1,0,0
Old Town,32.75304,-117.19317,Private room,2,2.5,1,1,102,3,29,3,60,0,0,1,0,0,0,1,0,1,0
Midtown,32.74697,-117.1584,Private room,2,1,1,1,73,2,27,275,98,0,0,1,0,0,0,1,0,1,0
Pacific Beach,32.81053,-117.22539,Entire home/apt,6,2,3,3,325,3,16,7,100,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.80959,-117.15926,Private room,2,1.5,1,2,69,2,1125,9,91,0,0,0,1,0,0,1,0,1,0
Balboa Park,32.71583,-117.14616,Entire home/apt,4,1,1,2,117,1,365,93,87,0,0,1,0,0,0,1,1,0,0
Midtown,32.73955,-117.16334,Entire home/apt,8,3,4,4,450,3,1125,93,98,0,0,1,0,0,0,1,1,0,0
Midtown,32.73903,-117.16246,Entire home/apt,4,2,2,2,269,2,1125,42,98,0,0,1,0,0,0,1,1,0,0
Midtown,32.74008,-117.16202,Entire home/apt,4,1,2,2,205,2,1125,50,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78187,-117.25367,Entire home/apt,6,1,2,4,137,3,1125,127,90,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78722,-117.25435,Entire home/apt,9,3,3,5,371,2,29,276,96,0,1,0,0,0,1,0,1,0,0
Midtown,32.73291,-117.16304,Entire home/apt,3,1,1,1,120,21,270,11,96,0,0,1,0,0,0,1,1,0,0
Linda Vista,32.77693,-117.16744,Entire home/apt,6,2,2,4,165,30,1125,102,98,0,0,0,1,0,0,1,1,0,0
Midtown,32.73506,-117.17239,Entire home/apt,6,2,3,3,322,1,365,111,99,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80361,-117.23543,Private room,3,1,1,1,89,1,7,55,96,0,1,0,0,0,1,0,0,1,0
Grant Hill,32.71215,-117.14464,Entire home/apt,6,1,2,3,139,3,1125,134,97,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.74148,-117.25281,Private room,1,1,1,1,350,1,1125,1,100,1,0,0,0,0,1,0,0,1,0
Little Italy,32.72113,-117.16661,Entire home/apt,4,2,2,2,130,31,1125,8,95,0,0,1,0,0,0,1,1,0,0
Bay Ho,32.83642,-117.21779,Entire home/apt,4,1,1,2,85,3,1125,226,99,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.8015,-117.23181,Entire home/apt,6,1,2,3,299,1,1125,149,97,0,1,0,0,0,1,0,1,0,0
